site,refMLH,refHesperia,text,municipality,province,material,medium,writing_direction,technique,signary,dual_system,separators,dating,municipality_latitude,municipality_longitude,province_latitude,province_longitude,dating_min,dating_max,dating_mean,dating_width,clean_text,material_cat,material_cat_code,medium_cat,medium_cat_code,writing_direction_cat_code,technique_cat,technique_cat_code,signary_cat,signary_cat_code,dual_system_cat,dual_system_cat_code,separators_cat,separators_cat_code
Abrigo Tarragón,F.,V.24.01,1. urdal 2. urdal 3. urdal 4. urdal 5. urdal 6. ual 7. eura[.]gi[---]ban 8. urdal 9. urdal 10. kaetide 11. urdal 12. kauŕgobeŕolé 13. kaugobeŕolé 14. udal 15. urdal 16. baneŕbai 17. euran̲eakurbi 18. kunda,Losa del Obispo,Valencia,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,,LEVANTINO,DUAL,CARECE,No hay criterios para fechar las inscripciones de este abrigo.,39.69501292,-0.87040736,39.48,-0.38,-500.0,120.0,-190.0,620.0,udal,PIEDRA,2,PARIETAL/RUPESTRE,3,1,,5,LEVANTINO,1,DUAL,2,CARECE,1
Abrigo Tarragón,F.,V.24.01,1. urdal 2. urdal 3. urdal 4. urdal 5. urdal 6. ual 7. eura[.]gi[---]ban 8. urdal 9. urdal 10. kaetide 11. urdal 12. kauŕgobeŕolé 13. kaugobeŕolé 14. udal 15. urdal 16. baneŕbai 17. euran̲eakurbi 18. kunda,Losa del Obispo,Valencia,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,,LEVANTINO,DUAL,CARECE,No hay criterios para fechar las inscripciones de este abrigo.,39.69501292,-0.87040736,39.48,-0.38,-500.0,120.0,-190.0,620.0,urdal,PIEDRA,2,PARIETAL/RUPESTRE,3,1,,5,LEVANTINO,1,DUAL,2,CARECE,1
Abrigo Tarragón,F.,V.24.01,1. urdal 2. urdal 3. urdal 4. urdal 5. urdal 6. ual 7. eura[.]gi[---]ban 8. urdal 9. urdal 10. kaetide 11. urdal 12. kauŕgobeŕolé 13. kaugobeŕolé 14. udal 15. urdal 16. baneŕbai 17. euran̲eakurbi 18. kunda,Losa del Obispo,Valencia,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,,LEVANTINO,DUAL,CARECE,No hay criterios para fechar las inscripciones de este abrigo.,39.69501292,-0.87040736,39.48,-0.38,-500.0,120.0,-190.0,620.0,baneŕbai,PIEDRA,2,PARIETAL/RUPESTRE,3,1,,5,LEVANTINO,1,DUAL,2,CARECE,1
Abrigo Tarragón,F.,V.24.01,1. urdal 2. urdal 3. urdal 4. urdal 5. urdal 6. ual 7. eura[.]gi[---]ban 8. urdal 9. urdal 10. kaetide 11. urdal 12. kauŕgobeŕolé 13. kaugobeŕolé 14. udal 15. urdal 16. baneŕbai 17. euran̲eakurbi 18. kunda,Losa del Obispo,Valencia,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,,LEVANTINO,DUAL,CARECE,No hay criterios para fechar las inscripciones de este abrigo.,39.69501292,-0.87040736,39.48,-0.38,-500.0,120.0,-190.0,620.0,euran̲eakurbi,PIEDRA,2,PARIETAL/RUPESTRE,3,1,,5,LEVANTINO,1,DUAL,2,CARECE,1
Abrigo Tarragón,F.,V.24.01,1. urdal 2. urdal 3. urdal 4. urdal 5. urdal 6. ual 7. eura[.]gi[---]ban 8. urdal 9. urdal 10. kaetide 11. urdal 12. kauŕgobeŕolé 13. kaugobeŕolé 14. udal 15. urdal 16. baneŕbai 17. euran̲eakurbi 18. kunda,Losa del Obispo,Valencia,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,,LEVANTINO,DUAL,CARECE,No hay criterios para fechar las inscripciones de este abrigo.,39.69501292,-0.87040736,39.48,-0.38,-500.0,120.0,-190.0,620.0,kunda,PIEDRA,2,PARIETAL/RUPESTRE,3,1,,5,LEVANTINO,1,DUAL,2,CARECE,1
Ilerda,D.,L.08.12,[---]+ŕs,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Segundo cuarto del siglo I a.C.,41.55176243,0.70439548,42.0,1.17,-75.0,-51.0,-63.0,24.0,[---]+ŕs,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.10,[---]+ḳụẹ,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,100 - 40 a.C.,41.55176243,0.70439548,42.0,1.17,-100.0,-40.0,-70.0,60.0,[---]+g̣ụẹ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.07,bie,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo I a.C.,41.55176243,0.70439548,42.0,1.17,-100.0,-1.0,-50.5,99.0,bie,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.05,A) eku B) baŕ,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Tercer cuarto del siglo I a.C.,41.55176243,0.70439548,42.0,1.17,-50.0,-26.0,-38.0,24.0,egu,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.05,A) eku B) baŕ,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Tercer cuarto del siglo I a.C.,41.55176243,0.70439548,42.0,1.17,-50.0,-26.0,-38.0,24.0,baŕ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.06,bas,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,80/70 - 50 a.C.,41.55176243,0.70439548,42.0,1.17,-80.0,-50.0,-65.0,30.0,bas,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.08,kul,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,90/80 - 40/20 a.C.,41.55176243,0.70439548,42.0,1.17,-90.0,-20.0,-55.0,70.0,gul,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.09,[---]ṣbasṭọ[---],Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,100/90 - 40/20 a.C.,41.55176243,0.70439548,42.0,1.17,-100.0,-20.0,-60.0,80.0,[---]ṣbasḍọ[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.11,[---]+ọu,Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,100/90 - 40/20 a.C.,41.55176243,0.70439548,42.0,1.17,-100.0,-20.0,-60.0,80.0,[---]+ọu,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilerda,D.,L.08.04,titiboŕ:+[---],Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,DOS PUNTOS,Tercer cuarto del del siglo I a.C.,41.55176243,0.70439548,42.0,1.17,-50.0,-26.0,-38.0,24.0,didiboŕ:+[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,DOS PUNTOS,3
L'Hereuet,D.,L.21.01,eku,Artesa de Segre,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,180-100 a.C.,41.89634532,1.04788657,42.0,1.17,-180.0,-100.0,-140.0,80.0,egu,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
La Carencia,F.19.,V.14.03,[-----] [---]iŕ:ạ IIIIIIIII[---] [---]takebe:kan[---] [---]alir:ikaku[---] [---]bankoṭụṛ:++[---] [-----],Turís / Torís,Valencia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,DOS PUNTOS,Finales del s. III o comienzos del II a.C.,39.38884152,-0.71026832,39.48,-0.38,-221.0,-101.0,-161.0,120.0,[---]--[---] [---]iŕ:ạ IIIIIIIII[---] [---]dagebe:gan[---] [---]alir:igagu[---] [---]bangoḍụṛ:++[---] [---]--[---],PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,DOS PUNTOS,3
La Carencia,F.19.,V.14.04,[-----] [---]+leuŕate[---]iŕe[---]+i[..]i[---] [---]+:tieibiŕ:kibatasan[-c. 2-]oŕtiṇbeŕi[---] [---]ṭịsbasiŕaŕebe:tieibiŕ:śalir:s[---] [---]sa:tilauti[.]ẹ:ḿke[-c. 2-]anbe[.]+[..]n[---] [-----],Turís / Torís,Valencia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,DOS PUNTOS,Siglo II - primera mitad del I a.C.,39.38884152,-0.71026832,39.48,-0.38,-200.0,-51.0,-125.5,149.0,[---]--[---] [---]+leuŕade[---]iŕe[---]+i[---]i[---] [---]+:dieibiŕ:gibadasan[---]oŕdiṇbeŕi[---] [---]ḍịsbasiŕaŕebe:dieibiŕ:śalir:s[---] [---]sa:dilaudi+ẹ:ḿge[---]anbe++[---]n[---] [---]--[---],PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,DOS PUNTOS,3
Grau Vell,F.11,V.04.61,iun̲t̲i̱ kok̲e̲ :kutuṟ́ siku+ike kan+ti+: [.]uṉi̱[.] untikot̲e̱ +ḵo̲ḻki+ ténuṉ+,Sagunto,Valencia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,TRES PUNTOS,Finales s. V - comienzos s. IV a.C.,39.67995785,-0.27841866,39.48,-0.38,-421.0,-381.0,-401.0,40.0,iun̲d̲i̱ gog̲e̲ :guduṟ́ sigu+ige gan+di+: +uṉi̱+ undigod̲e̱ +g̱o̲ḻgi+ dénuṉ+,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,TRES PUNTOS,4
L'Esquirol,D.,B.08.02,iŕesibanetintaŕbaiter,L'Esquirol,Barcelona,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.03533324,2.36954116,41.45,2.08,-500.0,120.0,-190.0,620.0,iŕesibanedindaŕbaider,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Osséja,B.23.,PYO.07.46,okaleIII,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,ogaleIII,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilduro II (Ca l'Arnau-Can Mateu),C.,B.44.41,ta([-])u,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Último tercio del s. II - comienzos del s. I a.C.,41.52804539,2.39258336,41.45,2.08,-134.0,-81.0,-107.5,53.0,da+u,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilduro II (Ca l'Arnau-Can Mateu),C.,B.44.42,bal,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Último tercio del s. II - comienzos s. I a.C.,41.52804539,2.39258336,41.45,2.08,-134.0,-81.0,-107.5,53.0,bal,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilduro II (Can Borràs),C.,B.44.43,aŕ,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,90/80 - 40/20 a.C.,41.52804539,2.39258336,41.45,2.08,-90.0,-20.0,-55.0,70.0,aŕ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ilduro II (Can Borràs),C.,B.44.44,([-])ko,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,90/80 - 30/20 a.C.,41.52804539,2.39258336,41.45,2.08,-90.0,-20.0,-55.0,70.0,+go,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Molí d'Espígol,D.06.,L.15.04,[---]ṣ́ḅạọḳịḷ,Tornabous,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Indeterminada.,41.7014866,1.05387518,42.0,1.17,-500.0,120.0,-190.0,620.0,[---]ṣ́ḅạọg̣ịḷ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Osséja Z4,B.23.,PYO.07.37,akietaukemtaŕkate,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,LEVOGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,agiedaugemdaŕgade,PIEDRA,2,PARIETAL/RUPESTRE,3,2,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Osséja Z9,B.23.,PYO.07.39a,taŕbamukuinaribam+++ ausibisośa bikintiteŕ takumu+++,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,taŕbamukuinaribam+++ ausibisośa bikintiteŕ takumu+++,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Osséja Z5,B.23.,PYO.07.40,ekoŕ,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,ekoŕ,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Turó de Ca n'Oliver,C.12.,B.20.16,adintaŕekiaḿi,Cerdanyola del Vallès,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,Incisión ante coctionem,LEVANTINO,DUAL,CARECE,Siglo III - comienzos s. II a.C.,41.49134054,2.1398926,41.45,2.08,-300.0,-181.0,-240.5,119.0,adintaŕekiaḿi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Osséja Z1,B.23.,PYO.07.41,1) onoisakebatiubiku 2) ++++kutun,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,onoisagebadiubigu,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Osséja Z1,B.23.,PYO.07.41,1) onoisakebatiubiku 2) ++++kutun,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,++++gudun,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Osséja Z3,B.23.,PYO.07.42,nkiuŕ,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,ngiuŕ,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Osséja Z4,B.23.,PYO.07.43,san,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,san,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Osséja Z3,B.23.,PYO.07.44,kutur,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,kutur,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Osséja Z1,B.23.,PYO.07.45,okaler / baninibaŕ / ([-])tinbastaneśe / ([--])++++tuka+++sar.,Osséja,Pyrénées-Orientales,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,,42.395193885,1.997072274,42.5,2.75,-500.0,120.0,-190.0,620.0,ogaler baninibaŕ +dinbasdaneśe [---]]++++duga+++sar.,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig de Sant Andreu,C.,GI.15.66,babar:kikibi:isar / titibiaŕbibi,Ullastret,Girona,PLOMO,,DEXTROGIRA,INCISION,LEVANTINO,DUAL,TRES PUNTOS,Solo es posible datar su amortización a finales del s. III a.C.,42.00043051,3.06867893,42.17,2.67,-221.0,-202.0,-211.5,19.0,babar:kikibi:isar titibiaŕbibi,PLOMO,3,,9,1,INCISION,1,LEVANTINO,1,DUAL,2,TRES PUNTOS,4
El Puig de Sant Andreu,C.,GI.15.67,]ia[,Ullastret,Girona,PIEDRA,ESTRUC. ARQUIT.,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,]ia[,PIEDRA,2,ESTRUC. ARQUIT.,15,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Montbarbat,C.,GI.17.06,]ta+[,Lloret de Mar,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Segunda mitad del s. IV a.C.,41.69957944,2.84739507,42.17,2.67,-350.0,-301.0,-325.5,49.0,]da+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Montbarbat,C.,GI.17.09,ban,Lloret de Mar,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Segunda mitad del s. IV a.C.,41.69957944,2.84739507,42.17,2.67,-350.0,-301.0,-325.5,49.0,ban,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Sant Miquel,F.13,V.06.102,]+? o ]o̲[ o [n̲[ ]+ḿ o ]+[,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,CARECE,Finales s. III a.E. - comienzos s. I a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-81.0,-151.0,140.0,]+ o ]o̲[ o [n̲[ ]+ḿ o ]+[,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Sant Miquel,F.13,V.06.103,ka o ]ka,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,DUAL,CARECE,Finales s. III - s. II a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-101.0,-161.0,120.0,ka o ]ka,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,DUAL,2,CARECE,1
El Tossal de Sant Miquel,F.13,V.06.104,ku[ o ku,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,CARECE,Finales s. III - s. II a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-101.0,-161.0,120.0,gu[ o gu,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Sant Miquel,F.13,V.06.105,]ṯe̲ o ṯe̲,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,CARECE,Finales s. III - principios s. I a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-1.0,-111.0,220.0,]ḏe̲ o ḏe̲,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Sant Miquel,F.13,V.06.106,a1: ]ku a2: ]k̲a̲ b: ]s̱:ś+[ o ]s̱:śṯi̲[,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,cuatro puntos,Finales s. III - s. II a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-101.0,-161.0,120.0,]gu,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CUATRO PUNTOS,9
El Tossal de Sant Miquel,F.13,V.06.106,a1: ]ku a2: ]k̲a̲ b: ]s̱:ś+[ o ]s̱:śṯi̲[,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,cuatro puntos,Finales s. III - s. II a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-101.0,-161.0,120.0,]g̲a̲ b: ]s̱:ś+ o s̱:śḏi̲[,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CUATRO PUNTOS,9
El Tossal de Sant Miquel,F.13,V.06.107,ṯe̲[,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,CARECE,Finales s. III - s. II a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-101.0,-161.0,120.0,ḏe̲[,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CARECE,1
El Tossal de Sant Miquel,F.13,V.06.108,]ŕ[,Liria / Llíria,Valencia,CERAMICA,RECIPIENTE,DEXTROGIRA,PINTADO,LEVANTINO,NO DUAL,CARECE,Finales s. III - s. II a.C.,39.62586366,-0.59442849,39.48,-0.38,-221.0,-101.0,-161.0,120.0,]ŕ[,CERAMICA,1,RECIPIENTE,1,1,PINTADO,2,LEVANTINO,1,NO DUAL,1,CARECE,1
C/ Don Juan de Aragón 9,E.,Z.10.04,kekaŕo,Zaragoza,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,,LEVANTINO,NO DUAL,CARECE,Siglo I a.C.,41.65645655,-0.87928652,41.58,-1.0,-100.0,-1.0,-50.5,99.0,gegaŕo,CERAMICA,1,RECIPIENTE,1,1,,5,LEVANTINO,1,NO DUAL,1,CARECE,1
C/ Don Juan de Aragón 9,E.,Z.10.03,baŕati,Zaragoza,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo I a.C.,41.65645655,-0.87928652,41.58,-1.0,-100.0,-1.0,-50.5,99.0,baŕadi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
C/ Don Juan de Aragón 9,E.,Z.10.02,eikebi[---],Zaragoza,Zaragoza,CERAMICA,RECIPIENTE,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Mediados del siglo I a.C.,41.65645655,-0.87928652,41.58,-1.0,-75.0,-26.0,-50.5,49.0,eigebi[---],CERAMICA,1,RECIPIENTE,1,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Reiná,G.,AB.02.04,ane,Alcalá del Júcar,Albacete,PIEDRA,PARIETAL/RUPESTRE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Insegura: s. V - II a.C.,39.1932018,-1.42932697,38.83,-2.0,-500.0,-101.0,-300.5,399.0,ane,PIEDRA,2,PARIETAL/RUPESTRE,3,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Tos Pelat,F.,V.21.02,B1 ]+óokogo+[ B2 ]t̲a̲d̲a̲da+++ke+++[,Moncada,Valencia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Primera mitad del siglo IV a.C.,39.54537844,-0.39446412,39.48,-0.38,-400.0,-351.0,-375.5,49.0,]+óokogo+[,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Tos Pelat,F.,V.21.02,B1 ]+óokogo+[ B2 ]t̲a̲d̲a̲da+++ke+++[,Moncada,Valencia,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Primera mitad del siglo IV a.C.,39.54537844,-0.39446412,39.48,-0.38,-400.0,-351.0,-375.5,49.0,]t̲a̲d̲a̲da+++ke+++[,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
La Serreta,G.01,A.04.13,b̲a̲n,Alcoy /Alcoi,Alicante,CERAMICA,RECIPIENTE,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Finales s. III - primera mitad del s. II a.C.,38.69764173,-0.473163128,38.5,-0.5,-221.0,-151.0,-186.0,70.0,b̲a̲n,CERAMICA,1,RECIPIENTE,1,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
El Palomar,E.05,TE.05.10,bil,Oliete,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,En torno a finales del siglo II a.C. y comienzos del primero. Corresponde al último período de vida del poblado.,40.99800975,-0.67457491,40.67,-0.67,-121.0,-81.0,-101.0,40.0,bil,CERAMICA,1,PESA DE TELAR,8,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Palomar,E.05,TE.05.11,bil,Oliete,Teruel,CERAMICA,PESA DE TELAR,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,En torno a finales del siglo II a.C. y comienzos del primero. Corresponde al último período de vida del poblado.,40.99800975,-0.67457491,40.67,-0.67,-121.0,-81.0,-101.0,40.0,bil,CERAMICA,1,PESA DE TELAR,8,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
